K1,Construction,Warp,Weft,EPI-PPI
A1200061,"20K+20MC*20K.SPX+20K-94*80-177.5-4/1,S TWILL",20K+20MC,"20K.SPX+20K-94*80-177.5-4/1,S TWILL",94*80
A1200062,"20C*20K.SPX+20C-94*80-177.5-4/1,S TWILL",20C,"20K.SPX+20C-94*80-177.5-4/1,S TWILL",94*80
A1200063,20C*20K-112*68-156.8-DOBBY,20C,20K-112*68-156.8-DOBBY,112*68
A1200064,20OE*20OE+2/60SP-56*60-DOBBY,20OE,20OE+2/60SP-56*60-DOBBY,56*60
A1200066,"20K*10OE-116*52-157.5-3/1,S TWILL",20K,"10OE-116*52-157.5-3/1,S TWILL",116*52
A1200067,20OE*16OE-116*58-157-2/2 S TWILL,20OE,16OE-116*58-157-2/2 S TWILL,116*58
A1200068,20C*20K.SPX-78*72-171.2-PLAIN,20C,20K.SPX-78*72-171.2-PLAIN,78*72
A1200072,20C*12OE-91*52-155.5-RIBSTOP,20C,12OE-91*52-155.5-RIBSTOP,91*52
A1200076,"20C*16SPX-116*52-210.5-3/1,S TWILL",20C,"16SPX-116*52-210.5-3/1,S TWILL",116*52
A1200077,20OE*16OE-120*58-157-2/2 S TWILL,20OE,16OE-120*58-157-2/2 S TWILL,120*58
A1200078,"20OE.CVC*16OE-120*58-157.2-2/2,S TWILL",20OE.CVC,"16OE-120*58-157.2-2/2,S TWILL",120*58
A1200080,20K*200D.PET.SPX-94-66-196.5-3/1 Z TWILL,20K,200D.PET.SPX-94-66-196.5-3/1 Z TWILL,94-66
A1200080,20K.ORG*200D.RECY.PET.STR-94*66-196.5-3/1 Z TWILL,20K.ORG,200D.RECY.PET.STR-94*66-196.5-3/1 Z TWILL,94*66
A1200080,20K*200D.PET.STR-94*66-196.5-3/1 Z TWILL,20K,200D.PET.STR-94*66-196.5-3/1 Z TWILL,94*66
A1200080,20C*200D.PET.STR-94*66-196.5-3/1 Z TWILL,20C,200D.PET.STR-94*66-196.5-3/1 Z TWILL,94*66
A1200080,"20K*200D.PET.SPX-94-66-196.5-3/1,Z TWILL",20K,"200D.PET.SPX-94-66-196.5-3/1,Z TWILL",94-66
A1200080,"20K*200D.PET.SPX-94-66-196.5-3/1,Z TWILL",20K,"200D.PET.SPX-94-66-196.5-3/1,Z TWILL",94-66
A1200085,"20COM*10K.SPX-102*56-180-3/1,S TWILL",20COM,"10K.SPX-102*56-180-3/1,S TWILL",102*56
A1200085,"20C*10K.SPX-103*56-178.3-3/1,S TWILL",20C,"10K.SPX-103*56-178.3-3/1,S TWILL",103*56
A1200088,20C.PC*20C.PC-82*66-154.7-PLAIN,20C.PC,20C.PC-82*66-154.7-PLAIN,82*66
A1200089,"20OE*16OE-128*70-155-3/1,S TWILL",20OE,"16OE-128*70-155-3/1,S TWILL",128*70
A1200089,"20OE*16OE-126*70-155-3/1,S TWILL",20OE,"16OE-126*70-155-3/1,S TWILL",126*70
A1200089,"20OE*16OE-126*70-155-3/1,S TWILL",20OE,"16OE-126*70-155-3/1,S TWILL",126*70
A1200090,"20OE*16OE-122*60-160.6-2/2,S TWILL",20OE,"16OE-122*60-160.6-2/2,S TWILL",122*60
A1200091,"20OE*16OE-122*56-160.5-2/2,S TWILL",20OE,"16OE-122*56-160.5-2/2,S TWILL",122*56
A1200094,"20OE+20MC*200D.PET.SPX-110*54-202-3/1,S TWILL",20OE+20MC,"200D.PET.SPX-110*54-202-3/1,S TWILL",110*54
A1200097,"20MC*170D.PET.STR-90*64-173-2/1,Z TWILL",20MC,"170D.PET.STR-90*64-173-2/1,Z TWILL",90*64
A1200098,20C*20K.SPX-88*66-201-2/2 MATT,20C,20K.SPX-88*66-201-2/2 MATT,88*66
A1200098,20C*20K.SPX-88*66-177-2/2 MATT,20C,20K.SPX-88*66-177-2/2 MATT,88*66
A1200098,20C*20K.SPX-88*66-177-2/2 MATT,20C,20K.SPX-88*66-177-2/2 MATT,88*66
A1200099,20COM*20COM-120*84-159.5-2/2 MATT,20COM,20COM-120*84-159.5-2/2 MATT,120*84
A1200100,"20C*10OE-114*52-156.7-3/1,S TWILL",20C,"10OE-114*52-156.7-3/1,S TWILL",114*52
A1200102,"20K*16OE-128*70-148.3-3/1,S TWILL",20K,"16OE-128*70-148.3-3/1,S TWILL",128*70
A1200103,"20OE+20MC*200D.PET.SPX-110*84-202-3/1,S TWILL",20OE+20MC,"200D.PET.SPX-110*84-202-3/1,S TWILL",110*84
A1200104,"20OE*16K.SPX-106*62-197.8-3/1,S TWILL",20OE,"16K.SPX-106*62-197.8-3/1,S TWILL",106*62
A1200105,20PC.VORTEX*20COT.SORONA-108*64-163.96-2/1 Z TWILL,20PC.VORTEX,20COT.SORONA-108*64-163.96-2/1 Z TWILL,108*64
A1200105,20PC.VORTEX*20COT.SORONA-108*64-163.96-2/1 Z TWILL,20PC.VORTEX,20COT.SORONA-108*64-163.96-2/1 Z TWILL,108*64
A1200105,20PC.VORTEX*20COT.SARONA-108*64-159-2/1 Z TWILL,20PC.VORTEX,20COT.SARONA-108*64-159-2/1 Z TWILL,108*64
A1200105,"20PC.VORTEX*20COT.SARONA-108*64-159-2/1,Z TWILL",20PC.VORTEX,"20COT.SARONA-108*64-159-2/1,Z TWILL",108*64
A1200107,"20C*20OE-130*72-160-3/1,S TWILL",20C,"20OE-130*72-160-3/1,S TWILL",130*72
A1200108,20PC.VORTEX*20PC.VORTEX-91*60-163.9-2/1 S TWILL,20PC.VORTEX,20PC.VORTEX-91*60-163.9-2/1 S TWILL,91*60
A1200108,"20PC.VORTEX*20PC.VORTEX-91*60-155.2-2/1,S TWILL",20PC.VORTEX,"20PC.VORTEX-91*60-155.2-2/1,S TWILL",91*60
A1200109,"20K*10OE-104*54-161-3/1,S TWILL",20K,"10OE-104*54-161-3/1,S TWILL",104*54
A1200109,"20K*10OE-104*54-156.3-3/1,S TWILL",20K,"10OE-104*54-156.3-3/1,S TWILL",104*54
A1200110,"20CT.SPX*20CT.SPX-76*50-208.8-2/1,Z TWILL",20CT.SPX,"20CT.SPX-76*50-208.8-2/1,Z TWILL",76*50
A1200110,"20CT.SPX*20CT.SPX-76*50-208.8-2/1,Z TWILL",20CT.SPX,"20CT.SPX-76*50-208.8-2/1,Z TWILL",76*50
A1200112,"20C+20MC*20K.SPX-88*68-177-3/1,S TWILL",20C+20MC,"20K.SPX-88*68-177-3/1,S TWILL",88*68
A1200113,"20OE*16K.SPX-106*60-179.8-3/1,S TWILL",20OE,"16K.SPX-106*60-179.8-3/1,S TWILL",106*60
A1200114,"20OE*16LYC-108*56-173.2-3/1,S TWILL",20OE,"16LYC-108*56-173.2-3/1,S TWILL",108*56
A1200117,"20K*200D.PET.STR-102*76-203.2-3/1,Z TWILL",20K,"200D.PET.STR-102*76-203.2-3/1,Z TWILL",102*76
A1200121,"20C*20SPX-88*74-201.2-3/1,S TWILL",20C,"20SPX-88*74-201.2-3/1,S TWILL",88*74
A1200125,"20K+20MC*20K.SPX-93*70-175-4/1,S TWILL",20K+20MC,"20K.SPX-93*70-175-4/1,S TWILL",93*70
A1200131,"20C*30SPX-99*72-199.4-4/1,Z SATIN",20C,"30SPX-99*72-199.4-4/1,Z SATIN",99*72
A1200134," 20K.SPX(70D)*20K.SPX(70D)-69*54-201.7-2/1,Z TWILL", 20K.SPX(70D),"20K.SPX(70D)-69*54-201.7-2/1,Z TWILL",69*54
A1200135," 20K.SPX(70D)*16K.SPX(70D)-69*44-201.7-2/1,Z TWILL", 20K.SPX(70D),"16K.SPX(70D)-69*44-201.7-2/1,Z TWILL",69*44
A1200136,"20C*20K.SPX-106*60-203.7-3/1,S TWILL",20C,"20K.SPX-106*60-203.7-3/1,S TWILL",106*60
A1200136,"20C*20K.SPX-106*60-175-3/1,S TWILL",20C,"20K.SPX-106*60-175-3/1,S TWILL",106*60
A1200136,"20C*20K.SPX-106*60-175-3/1,S TWILL",20C,"20K.SPX-106*60-175-3/1,S TWILL",106*60
A1200137,20OE*20K-112*64-156.7-OXFORD,20OE,20K-112*64-156.7-OXFORD,112*64
A1200138,20K*20K-112*64-159.2-OXFORD,20K,20K-112*64-159.2-OXFORD,112*64
A1200140,20OE*20K.SPX-122*68-176.2-DOBBY,20OE,20K.SPX-122*68-176.2-DOBBY,122*68
A1200141,"20C*20K.SPX-102*66-174.5-3/1,S TWILL",20C,"20K.SPX-102*66-174.5-3/1,S TWILL",102*66
A1200142,"20C*20K.SPX-110*64-175.3-3/1,S TWILL",20C,"20K.SPX-110*64-175.3-3/1,S TWILL",110*64
A1200143,20OE*12OE+12OE.MC-116*46-157-OXFORD,20OE,12OE+12OE.MC-116*46-157-OXFORD,116*46
A1200144,"20C*20K.SPX-106*60-175-3/1,S TWILL",20C,"20K.SPX-106*60-175-3/1,S TWILL",106*60
A1200147,"20PC.VORTEX*20COT.SORANA-100*60-169.7-2/1,Z TWILL",20PC.VORTEX,"20COT.SORANA-100*60-169.7-2/1,Z TWILL",100*60
A1200152,20C*20K.SPX-130*66-157.5-DOBBY,20C,20K.SPX-130*66-157.5-DOBBY,130*66
A1200154,"20OE*30SPX-110*72-175.3-3/1,S TWILL",20OE,"30SPX-110*72-175.3-3/1,S TWILL",110*72
A1200156,20MC*16MC+16OE-76*50-175.7-OXFORD,20MC,16MC+16OE-76*50-175.7-OXFORD,76*50
A1200156,20MC*16MC+16OE-76*50-175.6-OXFORD,20MC,16MC+16OE-76*50-175.6-OXFORD,76*50
A1200156,20MC*16MC+16OE-76*50-156.5 -OXFORD,20MC,16MC+16OE-76*50-156.5 -OXFORD,76*50
A1200157,"20OE*16K.SPX-104*56-179.3-3/1,S TWILL",20OE,"16K.SPX-104*56-179.3-3/1,S TWILL",104*56
A1200158,20C*10OE-108*56-159-3/1 S TWILL,20C,10OE-108*56-159-3/1 S TWILL,108*56
A1200162,"20K*19DC.FX-90*60-206.3-3/1,S TWILL",20K,"19DC.FX-90*60-206.3-3/1,S TWILL",90*60
A1200163,"20PC*20PC-128*64-155-2/1,S TWILL",20PC,"20PC-128*64-155-2/1,S TWILL",128*64
A1200166," 20K.SPX*20K.SPX-80*64-166.6-2/1,Z TWILL", 20K.SPX,"20K.SPX-80*64-166.6-2/1,Z TWILL",80*64
A1200171,"20OE*16OE-108*56-173.2-3/1,S TWILL",20OE,"16OE-108*56-173.2-3/1,S TWILL",108*56
A1200172,"20C.CM*20K.SPX-78*66-204.2-3/1,Z TWILL",20C.CM,"20K.SPX-78*66-204.2-3/1,Z TWILL",78*66
A1200174,"20PC*20K.SPX-88*66-201.2-3/1,S TWILL",20PC,"20K.SPX-88*66-201.2-3/1,S TWILL",88*66
A1200176,20C.CVC*16C.CVC-116*60-165.5-3/1 S TWILL,20C.CVC,16C.CVC-116*60-165.5-3/1 S TWILL,116*60
A1200176,"20CVC*16CVC-116*60-159.5-3/1,S TWILL",20CVC,"16CVC-116*60-159.5-3/1,S TWILL",116*60
A1200176,"20CVC*16CVC-116*60-159.5-3/1,S TWILL",20CVC,"16CVC-116*60-159.5-3/1,S TWILL",116*60
A1200177,"20C.PC*16K.SPX-118*48-156.7-2/1,S TWILL",20C.PC,"16K.SPX-118*48-156.7-2/1,S TWILL",118*48
A1200177,"20C.PC*16K.SPX-118*48-156.7-2/1,S TWILL",20C.PC,"16K.SPX-118*48-156.7-2/1,S TWILL",118*48
A1200178,20OE.CT*16K.SPX+10K.SPX-78*60-171.2-DOBBY,20OE.CT,16K.SPX+10K.SPX-78*60-171.2-DOBBY,78*60
A1200178,20OE.CT*16K.SPX+10K.SPX-78*60-171.2-DOBBY,20OE.CT,16K.SPX+10K.SPX-78*60-171.2-DOBBY,78*60
A1200185,"20OE+20OE.MC*19DC.SPX-78*64-204-3/1,Z TWILL",20OE+20OE.MC,"19DC.SPX-78*64-204-3/1,Z TWILL",78*64
A1200186,20OE*16K.SPX-118*66-176-2/2 MATT,20OE,16K.SPX-118*66-176-2/2 MATT,118*66
A1200187,"20PC*20SPX-88*66-201.4-3/1,S TWILL",20PC,"20SPX-88*66-201.4-3/1,S TWILL",88*66
A1200188,20PC*20SPX-77*76-196.3-2/2 MATT,20PC,20SPX-77*76-196.3-2/2 MATT,77*76
A1200189,"20OE+20MC*175D.PET.SPX-110*96-202-3/1,S TWILL",20OE+20MC,"175D.PET.SPX-110*96-202-3/1,S TWILL",110*96
A1200190,"20C*20C-124*80-157.2-2/2,S TWILL",20C,"20C-124*80-157.2-2/2,S TWILL",124*80
A1200192,20OE*12K.SPX-102*62-174.5-DOBBY,20OE,12K.SPX-102*62-174.5-DOBBY,102*62
A1200193,"20C*20K-128*62-158.8-2/2,S TWILL",20C,"20K-128*62-158.8-2/2,S TWILL",128*62
A1200194,20C*20K.SPX-94*68-173.6-2/2 S TWILL,20C,20K.SPX-94*68-173.6-2/2 S TWILL,94*68
A1200194,20C*20K.SPX-94*68-173.6-2/2 S TWILL,20C,20K.SPX-94*68-173.6-2/2 S TWILL,94*68
A1200195,"20K.SPX*20K.SPX-106*56-203.7-4/1,S TWILL",20K.SPX,"20K.SPX-106*56-203.7-4/1,S TWILL",106*56
A1200196,"20OE*16K.SPX-96*64-174-2/1,S TWILL",20OE,"16K.SPX-96*64-174-2/1,S TWILL",96*64
A1200197,20OE+16OE*20OE+16OE-84*80-157.2-DPUBLE CLOTH,20OE+16OE,20OE+16OE-84*80-157.2-DPUBLE CLOTH,84*80
A1200200,"20OE*20C.PC-110*58-165.4-2/1,S TWILL",20OE,"20C.PC-110*58-165.4-2/1,S TWILL",110*58
A1200201,20OE*16OE-112*68-161.8-DOBBY,20OE,16OE-112*68-161.8-DOBBY,112*68
A1200202,"20OE*184D.PET.STR-81*72-204.7-3/1,Z TWILL",20OE,"184D.PET.STR-81*72-204.7-3/1,Z TWILL",81*72
A1200203,"20C*175D.PET.STR-96*70-174-3/1,S TWILL",20C,"175D.PET.STR-96*70-174-3/1,S TWILL",96*70
A1200203,"20C*175D.PET.STR-96*70-174-3/1,S TWILL",20C,"175D.PET.STR-96*70-174-3/1,S TWILL",96*70
A1200205,20C*16K.SPX-118*56-176-DOBBY,20C,16K.SPX-118*56-176-DOBBY,118*56
A1200206,"20OE*14K.SPX-98*56-228-3/1,S TWILL",20OE,"14K.SPX-98*56-228-3/1,S TWILL",98*56
A1200207,"20OE*184D.PET.SPX-94*72-195.3-3/1,Z TWILL",20OE,"184D.PET.SPX-94*72-195.3-3/1,Z TWILL",94*72
A1200208,"20OE*20K-128*76-155-2/2,Z TWILL",20OE,"20K-128*76-155-2/2,Z TWILL",128*76
A1200208,"20OE*20K-128*76-153-2/2,Z TWILL",20OE,"20K-128*76-153-2/2,Z TWILL",128*76
A1200208,"20OE*20K-126*76*157-2/2,Z TWILL",20OE,"20K-126*76*157-2/2,Z TWILL",126*76
A1200208,"20OE*20K-126*76*157-2/2,Z TWILL",20OE,"20K-126*76*157-2/2,Z TWILL",126*76
A1200209,"20OE*16LYC(140D)-99*60-204.5-3/1,S TWILL",20OE,"16LYC(140D)-99*60-204.5-3/1,S TWILL",99*60
A1200211,20OE*20OE-100*64-161-RIBSTOP,20OE,20OE-100*64-161-RIBSTOP,100*64
A1200211,20OE*20OE-100*64-158.5-RIBSTOP,20OE,20OE-100*64-158.5-RIBSTOP,100*64
A1200212,"20K.SPX*20K.SPX-118*62-176-4/1,S TWILL",20K.SPX,"20K.SPX-118*62-176-4/1,S TWILL",118*62
A1200212,"20K.SPX*20K.SPX-118*62-176-4/1,S TWILL",20K.SPX,"20K.SPX-118*62-176-4/1,S TWILL",118*62
A1200216,"20CT.CMX*20CT.CMX-128*68-162.5-DOBBY (3/2,Z TWILL)",20CT.CMX,"20CT.CMX-128*68-162.5-DOBBY (3/2,Z TWILL)",128*68
A1200217,20CT*20CT-128*80-160-2/2 S TWILL,20CT,20CT-128*80-160-2/2 S TWILL,128*80
A1200219,"20COM*16OE-132*68-158.7-3/1,S TWILL",20COM,"16OE-132*68-158.7-3/1,S TWILL",132*68
A1200225,"20C.PC*16C.SPX-106*48-175-2/1,S TWILL",20C.PC,"16C.SPX-106*48-175-2/1,S TWILL",106*48
A1200226,"20CVC*16CVC.SPX-106*48-175-2/1,S TWILL",20CVC,"16CVC.SPX-106*48-175-2/1,S TWILL",106*48
A1200227,20C*14CVC-120*70-155.3-3/2 MATT,20C,14CVC-120*70-155.3-3/2 MATT,120*70
A1200230,"20K*170D.PET.STR-90*64-204-3/1,Z TWILL",20K,"170D.PET.STR-90*64-204-3/1,Z TWILL",90*64
A1200231,20OE*20K.SPX+14K.SPX-93*76-173.5-DOBBY,20OE,20K.SPX+14K.SPX-93*76-173.5-DOBBY,93*76
A1200233,"20PC+2/30ANTISTATIC*20PC-82*56-157-2/1,S TWILL",20PC+2/30ANTISTATIC,"20PC-82*56-157-2/1,S TWILL",82*56
A1200239,20OE*20K.SPX+14K.SPX-102*44-174.5-DOBBY,20OE,20K.SPX+14K.SPX-102*44-174.5-DOBBY,102*44
A1200240,"20K*10K.SPX-110*64-198.35-4/1,S SATIN",20K,"10K.SPX-110*64-198.35-4/1,S SATIN",110*64
A1200242,20OE*16K.SPX-106*60-175-2/2 MATT,20OE,16K.SPX-106*60-175-2/2 MATT,106*60
A1200243,20K*16K.SPX-124*54-179.6-3/1 BKT,20K,16K.SPX-124*54-179.6-3/1 BKT,124*54
A1200244,"20PC*15.5C.PC-120*56-158.3-3/1,S TWILL",20PC,"15.5C.PC-120*56-158.3-3/1,S TWILL",120*56
A1200245,20C.PC*20C.PC-97*52-160.8-PLAIN,20C.PC,20C.PC-97*52-160.8-PLAIN,97*52
A1200246,"20OE+20MC*175D.PET.SPX-110*78-202-3/1,S TWILL",20OE+20MC,"175D.PET.SPX-110*78-202-3/1,S TWILL",110*78
A1200247,"20OE*10OE-120*68-160.8-4/1,S SATIN",20OE,"10OE-120*68-160.8-4/1,S SATIN",120*68
A1200248,"20OE*14OE-132*70-156.4-3/1,S TWILL",20OE,"14OE-132*70-156.4-3/1,S TWILL",132*70
A1200249,"20OE*16K.SPX-106*54-174.78-2/1,S TWILL",20OE,"16K.SPX-106*54-174.78-2/1,S TWILL",106*54
A1200250,"20OE*20OE-76*54-173.2-2/1,Z TWILL",20OE,"20OE-76*54-173.2-2/1,Z TWILL",76*54
A1200253,20OE*20K.SPX-110*70-175.2-DOBBY,20OE,20K.SPX-110*70-175.2-DOBBY,110*70
A1200254,20K*16K.SPX(70D)-102*56-174.5-3/1 S TWILL,20K,16K.SPX(70D)-102*56-174.5-3/1 S TWILL,102*56
A1200254,"20OE*16K.SPX-102*56-174.6-3/1,S TWILL",20OE,"16K.SPX-102*56-174.6-3/1,S TWILL",102*56
A1200254,"20K*16K.SPX-102*56-188.8-3/1,S TWILL",20K,"16K.SPX-102*56-188.8-3/1,S TWILL",102*56
A1200254,"20K*16K.SPX-102*56-174.6-3/1,S TWILL",20K,"16K.SPX-102*56-174.6-3/1,S TWILL",102*56
A1200254,"20K*16K.SPX-102*56-174.5-3/1,S TWILL",20K,"16K.SPX-102*56-174.5-3/1,S TWILL",102*56
A1200255,20OE*16K.SPX-102*56-174.5-DOBBY (CVT),20OE,16K.SPX-102*56-174.5-DOBBY (CVT),102*56
A1200255,20OE*16K.SPX-102*56-174.5-DOBBY-CVT,20OE,16K.SPX-102*56-174.5-DOBBY-CVT,102*56
A1200256,"20OE*16OE-120*60-162-3/1,Z TWILL",20OE,"16OE-120*60-162-3/1,Z TWILL",120*60
A1200257,"20OE*16K.SPX-110*48-175.3-3/1,Z TWILL",20OE,"16K.SPX-110*48-175.3-3/1,Z TWILL",110*48
A1200257,"20OE*16K.SPX-110*48-175.3-3/1,Z TWILL",20OE,"16K.SPX-110*48-175.3-3/1,Z TWILL",110*48
A1200258,"20OE*20K.SPX-110*76-175.3-3/1,S TWILL",20OE,"20K.SPX-110*76-175.3-3/1,S TWILL",110*76
A1200259,"20OE*10OE+10OE.MC-124*64-162.23-2/2,S TWILL",20OE,"10OE+10OE.MC-124*64-162.23-2/2,S TWILL",124*64
A1200260,20C*20K.SPX-102*66-174.5-DOBBY-CVT,20C,20K.SPX-102*66-174.5-DOBBY-CVT,102*66
A1200260,20C*20K.SPX-102*66-168.5-DOBBY-CVT,20C,20K.SPX-102*66-168.5-DOBBY-CVT,102*66
A1200261,20OE*14COT.SORONA-88*56-171-PLAIN,20OE,14COT.SORONA-88*56-171-PLAIN,88*56
A1200261,20OE*14COT.SARONA-88*56-167.4-PLAIN,20OE,14COT.SARONA-88*56-167.4-PLAIN,88*56
A1200264,"20OE*200D.PET.STR-90*64-90*206.2-3/1,Z TWILL",20OE,"200D.PET.STR-90*64-90*206.2-3/1,Z TWILL",90*64
A1200267,"20C.PC*20C.PC-100*64-164.6-3/1,S TWILL",20C.PC,"20C.PC-100*64-164.6-3/1,S TWILL",100*64
A1200267,"20C.PC*20C.PC-100*64-164.6-3/1,S TWILL",20C.PC,"20C.PC-100*64-164.6-3/1,S TWILL",100*64
A1200267,"20C.PC*20C.PC-100*64-164.6-3/1,S TWILL",20C.PC,"20C.PC-100*64-164.6-3/1,S TWILL",100*64
A1200267,"20C.PC*20C.PC-100*64-164.6-3/1,S TWILL",20C.PC,"20C.PC-100*64-164.6-3/1,S TWILL",100*64
A1200268,20EXL.MC*20MC-90*54-177.2-OXFORD,20EXL.MC,20MC-90*54-177.2-OXFORD,90*54
A1200268,20EXCEL.MC*20MC-90*54-157.7-OXFORD,20EXCEL.MC,20MC-90*54-157.7-OXFORD,90*54
A1200269,"20OE*20OE-72*60-156-2/2,S TWILL",20OE,"20OE-72*60-156-2/2,S TWILL",72*60
A1200270,20OE*12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),20OE,12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),90*82
A1200270,20OE*12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),20OE,12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),90*82
A1200270,20OE*12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),20OE,12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),90*82
A1200270,20OE*12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),20OE,12C.CVC+14K.SPX-90*82-173.2-DOBBY (DOUBLE CLOTH),90*82
A1200271,"20OE+20MC*20K.SPX-102*66-196-3/1,Z TWILL",20OE+20MC,"20K.SPX-102*66-196-3/1,Z TWILL",102*66
A1200272,"20K*184D.PET.STR-90*64-204-3/1,Z TWILL",20K,"184D.PET.STR-90*64-204-3/1,Z TWILL",90*64
A1200273,20OE*16K.SPX(70D)-110*60-208-3/1 S TWILL,20OE,16K.SPX(70D)-110*60-208-3/1 S TWILL,110*60
A1200273,20OE*16K.SPX(70D)-110*60-175.3-3/1 S TWILL,20OE,16K.SPX(70D)-110*60-175.3-3/1 S TWILL,110*60
A1200273,20K*16K.SPX(70D)-110*60-190-3/1 S TWILL,20K,16K.SPX(70D)-110*60-190-3/1 S TWILL,110*60
A1200274,20OE*200D.PET.STR-71*64-202.3-3/1 Z TWILL,20OE,200D.PET.STR-71*64-202.3-3/1 Z TWILL,71*64
A1200277,20C.PC*20C.PC-100*54-164.5-2/1 S TWILL,20C.PC,20C.PC-100*54-164.5-2/1 S TWILL,100*54
A1200278,"20K.SPX*20K.SPX-90*50-201.4-3/1,S TWILL",20K.SPX,"20K.SPX-90*50-201.4-3/1,S TWILL",90*50
A1200279,20OE*20OE-97*50-158.2-PLAIN,20OE,20OE-97*50-158.2-PLAIN,97*50
A1200279,20OE*20OE-97*50-158.2-PLAIN,20OE,20OE-97*50-158.2-PLAIN,97*50
A1200279,20C*20C-97*50-160.7-PLAIN,20C,20C-97*50-160.7-PLAIN,97*50
A1200280,20OE*200D.PET.STR-87*66-192.5-3/1 Z TWILL,20OE,200D.PET.STR-87*66-192.5-3/1 Z TWILL,87*66
A1200280,"20OE*200D.PET.STR-87*66-192.5-3/1,Z TWILL",20OE,"200D.PET.STR-87*66-192.5-3/1,Z TWILL",87*66
A1200280,"20OE*200D.PET.STR-81*66-206.2-3/1,Z TWILL",20OE,"200D.PET.STR-81*66-206.2-3/1,Z TWILL",81*66
A1200280,"20OE*200D.PET.STR-81*66-206.2-3/1,Z TWILL",20OE,"200D.PET.STR-81*66-206.2-3/1,Z TWILL",81*66
A1200280,"20OE*200D.PET.STR-81*66-205.4-3/1,Z TWILL",20OE,"200D.PET.STR-81*66-205.4-3/1,Z TWILL",81*66
A1200281,20OE*16OE-124*64-162.3-DOBBY,20OE,16OE-124*64-162.3-DOBBY,124*64
A1200282,"20K*184D.PET.STR-100*68-207.5-3/1,Z TWILL",20K,"184D.PET.STR-100*68-207.5-3/1,Z TWILL",100*68
A1200283,20C.CVC*7OE-124*50-162.2-DOBBY,20C.CVC,7OE-124*50-162.2-DOBBY,124*50
A1200284,20C.MC*20MC.SPX-60*48-167-PLAIN,20C.MC,20MC.SPX-60*48-167-PLAIN,60*48
A1200284,20C.MC*20MC.SPX-60*48-166.9-PLAIN,20C.MC,20MC.SPX-60*48-166.9-PLAIN,60*48
A1200285,20OE*20OE-104*58-161.3-RIBSTOP,20OE,20OE-104*58-161.3-RIBSTOP,104*58
A1200287,20OE*20OE-62*56-175.7-2/2 Z TWILL,20OE,20OE-62*56-175.7-2/2 Z TWILL,62*56
A1200288,20OE*20OE-96*56-165.61-3/1 S TWILL,20OE,20OE-96*56-165.61-3/1 S TWILL,96*56
A1200288,"20OE*20OE-96*56-165.6-3/1,S TWILL",20OE,"20OE-96*56-165.6-3/1,S TWILL",96*56
A1200288,"20OE*20OE-96*56-158.2-3/1,S TWILL",20OE,"20OE-96*56-158.2-3/1,S TWILL",96*56
A1200289,20K*2/20K-44*44-170.9-PLAIN,20K,2/20K-44*44-170.9-PLAIN,44*44
A1200289,20K*2/20K-44*44-168.7-PLAIN,20K,2/20K-44*44-168.7-PLAIN,44*44
A1200289,20K*2/20K-43*44-175-PLAIN,20K,2/20K-43*44-175-PLAIN,43*44
A1200290,20OE*10OE-116*64-157.5-3/1 BKT,20OE,10OE-116*64-157.5-3/1 BKT,116*64
A1200291,20HT*20K.SPX-110*66-175.3-2/2 MATT,20HT,20K.SPX-110*66-175.3-2/2 MATT,110*66
A1200291,20HT*20K.SPX(70D)-110*66-175.3-2/2 MATT,20HT,20K.SPX(70D)-110*66-175.3-2/2 MATT,110*66
A1200292,20OE*20OE+20PC-85*72-176.8-DOBBY,20OE,20OE+20PC-85*72-176.8-DOBBY,85*72
A1200293,20OE*10K.SPX-102*68-186.4-2/2 MATT,20OE,10K.SPX-102*68-186.4-2/2 MATT,102*68
A1200294,20OE*16OE-103*60-161-RIBSTOP,20OE,16OE-103*60-161-RIBSTOP,103*60
A1200295,"20COM*20C-124*66-157.2-2/1,S TWILL",20COM,"20C-124*66-157.2-2/1,S TWILL",124*66
A1200295,"20COM*20C-122*66*157.7-2/1,S TWILL",20COM,"20C-122*66*157.7-2/1,S TWILL",122*66
A1200296,"20OE*16K.SPX(70D)-108*50-180-3/1,S TWILL",20OE,"16K.SPX(70D)-108*50-180-3/1,S TWILL",108*50
A1200296,"20OE*16K.SPX(70D)-108*50-176-3/1,S TWILL",20OE,"16K.SPX(70D)-108*50-176-3/1,S TWILL",108*50
A1200297,"20K*14K.SPX-99*56-174.8-2/1,S TWILL",20K,"14K.SPX-99*56-174.8-2/1,S TWILL",99*56
A1200298,"20OE*16K.SPX-118*66-200.2-3/1,S TWILL",20OE,"16K.SPX-118*66-200.2-3/1,S TWILL",118*66
A1200299,"20C.CVC*20C.CVC-128*60-156.5-2/1,S TWILL",20C.CVC,"20C.CVC-128*60-156.5-2/1,S TWILL",128*60
